Name,Lon,Lat,Source,M2_amp,M2_phs,S2_amp,S2_phs,N2_amp,N2_phs,K2_amp,K2_phs,K1_amp,K1_phs,O1_amp,O1_phs,P1_amp,P1_phs,Q1_amp,Q1_phs,Location
"Wakayama",135.1404299,34.2198963,JMA,0.437,277.44,0.212,298.89,NaN,NaN,NaN,NaN,0.241,57.08,0.184,36.07,NaN,NaN,NaN,NaN,Deep
"Yaizu",138.3335959,34.8677982,JMA,0.409,248.033,0.189,273.763,NaN,NaN,NaN,NaN,0.229,44.597,0.174,23.097,NaN,NaN,NaN,NaN,Deep
"Yonaguni",122.9403118,24.4503418,JMA,0.444,306.6,0.19,329.15,NaN,NaN,NaN,NaN,0.201,96.95,0.167,73.92,NaN,NaN,NaN,NaN,Deep
"Yoshima",133.8208781,34.3828106,JMA,0.903,57.647,0.314,88.587,NaN,NaN,NaN,NaN,0.323,99.583,0.24,75.573,NaN,NaN,NaN,NaN,Deep
"Yoshioka",140.2611209,41.4762103,JMA,0.147,208.013,0.067,244.133,NaN,NaN,NaN,NaN,0.108,69.977,0.094,55.637,NaN,NaN,NaN,NaN,Deep
"Anheung",126.1316457,36.6751528,KHAO,2.101,201.267,0.824,245.19,0.387,184.506,0.231,240.442,0.355,154.641,0.27,125.914,0.106,148.569,0.053,105.726,Deep
"Busan newport",128.786944,35.074444,KHAO,0.547,342.478,0.259,9.646,0.106,337.924,0.071,1.944,0.077,26.752,0.043,4.529,0.025,24.191,0.008,347.979,Deep
"Chuja Islands",126.2999582,33.9612984,KHAO,0.865,64.946,0.338,87.427,0.191,52.58,0.09,82.044,0.264,86.132,0.199,64.302,0.085,81.615,0.041,48.069,Deep
"Eocheongdo",125.985744,36.1167152,KHAO,1.82,186.14,0.703,229.412,0.342,169.189,0.192,225.5,0.326,148.321,0.253,119.954,0.1,142.269,0.05,99.628,Deep
"Gadeokdo",128.8110723,35.0243182,KHAO,0.536,342.615,0.252,9.783,0.105,337.326,0.072,1.86,0.078,27.176,0.043,4.484,0.026,27.144,0.007,354.566,Deep
"Geomun-do",127.3087721,34.0289592,KHAO,0.86,17.208,0.385,41.017,0.181,10.277,0.105,34.252,0.23,66.824,0.168,44.385,0.075,62.046,0.033,29.06,Deep
"Hupo",129.4541608,36.6776478,KHAO,0.04,197.426,0.011,218.038,0.01,174.602,0.003,211.199,0.041,227.283,0.042,193.514,0.012,222.556,0.009,174.084,Deep
"Jeju",126.5418338,33.5297744,KHAO,0.677,54.172,0.277,73.648,0.154,43.761,0.074,67.694,0.228,84.891,0.17,64.066,0.074,80.427,0.035,48.86,Deep
"Moseulpo",126.2506366,33.2134089,KHAO,0.719,42.637,0.302,64.992,0.157,33.96,0.08,59.087,0.241,82.968,0.183,62.398,0.078,79.281,0.038,47.756,Deep
"Pohang",129.3861111,36.04416667,KHAO,0.033,214.879,0.007,255.628,0.008,183.147,0.003,253.822,0.04,232.093,0.042,197.027,0.011,226.591,0.009,175.723,Deep
"Seogwipo",126.561114,33.2391255,KHAO,0.737,22.172,0.329,45.889,0.158,15.276,0.089,39.017,0.241,75.271,0.18,53.653,0.078,70.585,0.037,39.12,Deep
"Taean",126.2337754,36.9122338,KHAO,2.325,213.976,0.921,259.534,0.426,198.641,0.254,255.205,0.372,160.427,0.28,131.311,0.111,154.39,0.055,109.332,Deep
"Yeosu",127.764999,34.7471904,KHAO,0.94,358.969,0.434,25.235,0.19,352.812,0.12,17.533,0.188,47.901,0.129,23.895,0.06,44.062,0.025,8.834,Deep
"'APIA, W. SAMOA,'",-171.767,-13.8083,NOAA,0.377,171,0.088,157,0.097,158.8,0.024,140.5,0.047,68.3,0.031,58.1,0.013,57.7,0.006,53,Deep
"'ATTU, MASSACRE BAY, AK'",-173.195,52.84,NOAA,0.226,178.3,0.034,252.4,0.06,134.4,0.01,235.7,0.341,3.9,0.237,12.8,0.116,5.7,0.051,299.8,Deep
"'Apra Harbor, Guam, United States of America'",144.6557315,13.4438226,NOAA,0.232,290.9,0.059,311.1,0.048,276.3,0.016,308.5,0.173,65.1,0.122,44.2,0.056,64.2,0.025,34.2,Deep
"'Arecibo, PR'",-66.7021448,18.4799644,NOAA,0.174,3.3,0.027,39.2,0.039,337.5,0.008,42,0.098,209.3,0.078,211.2,0.029,208.8,0.01,224.4,Deep
"'BUSHY ISLAND, SNOW PASSAGE, AK'",-132.985,56.2767,NOAA,1.781,270.7,0.601,301.4,0.353,244,0.164,303.9,0.519,262.3,0.303,246.4,0.172,261.1,0.06,237.6,Deep
"'Bar Harbor, ME'",-68.2043054,44.3922498,NOAA,1.572,91.9,0.238,128.1,0.346,61.4,0.064,128.7,0.141,193.8,0.11,174.4,0.048,190.6,0.02,155.2,Deep
"'Barrow Offshore, AK'",-156.7299,71.3601,NOAA,0.054,270,0.024,320,0.007,248.3,0.006,306,0.021,150.3,0.018,153.2,0.008,147,0.011,173.6,Deep
"61930 Wedge I.",136.567,-35.167,Truth_Shelf,0.163,108.55,0.169,149.3,0.013,188.52,0.048,148.12,0.207,251.31,0.151,233.84,0.063,243.89,0.033,216.81,Shelf
"'Guguak, AK'",-148.038,60.1,NOAA,1.324,288,0.474,319.6,0.287,262.2,0.129,322.2,0.487,272.5,0.292,256.6,0.161,271.3,0.059,247.8,Deep
"'Leinster Point, Leinster Bay, St. John's, VI'",-64.7206839,18.3681091,NOAA,0.1,15.3,0.017,42.5,0.022,356.3,0.005,44.6,0.078,217.1,0.057,215.2,0.026,216.9,0.01,209.3,Deep
"'SAND KEY LIGHTHOUSE, FL'",-81.8783,24.4533,NOAA,0.173,48.7,0.051,69.3,0.036,26.6,0.014,71,0.086,348,0.085,349.1,0.028,348.1,0.025,351.6,Deep
"'Wrangell, AK'",-132.387,56.47,NOAA,1.965,273.4,0.649,304.2,0.409,245.3,0.177,306.7,0.526,264.1,0.313,246.3,0.174,262.8,0.055,241,Deep
"DART_23401 (2006",88.54,8.905,Truth_Pelagic,0.263,63.4,0.114,89.37,0.056,57.71,0.031,88.31,0.078,227.58,0.028,200.35,0.024,228.85,0.003,131.4,Deep
"DART_41421   (2006",-63.901,23.399,Truth_Pelagic,0.204,358.6,0.039,21.52,0.045,334.86,0.01,24.46,0.069,209.31,0.058,209.65,0.022,209.78,0.013,196.56,Deep
"DART_41424   (2006",-72.47,32.928,Truth_Pelagic,0.408,355.5,0.075,19.34,0.096,333.84,0.02,18.65,0.085,184.51,0.065,190.13,0.026,183.96,0.013,183.74,Deep
"DART_42407   (2006",-68.2460707,15.2983166,Truth_Pelagic,0.025,134.12,0.008,34.12,0.01,114.6,0.002,43.97,0.088,235.84,0.061,230.7,0.027,236.03,0.011,217.44,Deep
"DART_43412   (2007",-107.001,16.034,Truth_Pelagic,0.203,106.98,0.171,97.21,0.057,104.46,0.05,95.68,0.143,178.41,0.111,169.32,0.046,173.91,0.023,164.32,Deep
"RAPID_EB3#1   (2004",-16.231,26.996,Truth_Pelagic,0.642,18.46,0.255,41.23,0.132,4.71,0.074,37.41,0.061,34.83,0.046,288.93,0.019,23.85,0.017,231.13,Deep
"RAPID_EBH2#1   (200",-14.685,27.488,Truth_Pelagic,0.724,24.5,0.278,47.44,0.15,9.95,0.08,43.47,0.064,36.81,0.049,291.73,0.02,26.74,0.018,232.64,Deep
"Adriatic VR4 BPR  B",13.028,45.188,Truth_Shelf,0.212,253.4,0.129,259.3,0.037,253.3,0.036,259.9,0.163,60.9,0.05,43.9,0.052,57.8,NaN,NaN,Shelf
"Adriatic VR6 BPR  B",13.536,45.058,Truth_Shelf,0.187,243.3,0.113,249.2,0.033,243.6,0.031,249.8,0.158,56.5,0.049,39.8,0.05,53.5,NaN,NaN,Shelf
"Ashmore, Timor Sea",123,-12.22,Truth_Shelf,0.932,66.01,0.522,118.54,0.163,42.43,0.144,117.83,0.26,177.42,0.161,166.3,0.079,174.16,0.036,160.13,Shelf
"Atl.Bight LT4 6",-72.317,40.567,Truth_Shelf,0.482,347,0.115,12,0.119,330,NaN,NaN,0.08,166,0.056,180,NaN,NaN,NaN,NaN,Shelf
"Atl.Bight LT5    18",-72,40.2,Truth_Shelf,0.468,349,0.105,15,0.112,331,NaN,NaN,0.083,175,0.06,184,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.1.88    35",-5.733,35.9,Truth_Shelf,0.54,62,0.211,83,NaN,NaN,NaN,NaN,0.044,76,0.028,336,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.1.89    36",-5.567,36,Truth_Shelf,0.444,48,0.161,74,NaN,NaN,NaN,NaN,0.008,92,0.017,225,NaN,NaN,NaN,NaN,Shelf
"PAVASAS BPR U.SaoPa",-41.21,0.233,Truth_Shelf,0.864,218.28,0.278,246.9,0.186,204.41,0.072,249.31,0.077,265.49,0.07,228.7,0.026,264.1,0.016,200.06,Shelf
"RDNZ K13a platform",3.22,53.218,Truth_Shelf,0.532,176.57,0.189,233.26,0.1,161.35,0.057,232.08,0.082,331.43,0.101,168.5,0.027,322.19,0.034,118.28,Shelf
"Yellow Sea NRL-B",125,33.75,Truth_Shelf,0.702,95.9,0.236,114,0.142,75.7,0.068,124.6,0.189,94.7,0.136,75.3,0.063,84.9,NaN,NaN,Shelf
"'Garibaldi, OR'",-123.9189,45.5545,NOAA,0.877,242.6,0.235,273,0.178,220,0.06,265.5,0.418,245.8,0.253,229.1,0.129,242.1,0.051,210.4,Deep
"'Herendeen Island, Shumagin Islands, AK'",-159.4187,55.066,NOAA,0.728,322.5,0.248,353,0.156,297.4,0.067,355.5,0.418,286.6,0.279,270.3,0.138,285.4,0.053,258,Deep
"'Isla Palominos, PR'",-65.5695831,18.3448498,NOAA,0.151,14.7,0.037,359.3,0.037,350.1,0.01,156.2,0.07,220.6,0.059,224.2,0.023,223.3,0.011,212.9,Deep
"'Montague Island, AK'",-147.592,60.025,NOAA,1.309,288.9,0.446,318.9,0.264,267,0.121,321.3,0.469,272.3,0.296,258.2,0.155,271.3,0.057,252.3,Deep
"'Monte Carlo Island, AK'",-133.767,56.535,NOAA,1.502,273.4,0.514,303.7,0.306,252.1,0.14,306.2,0.48,261,0.284,247.6,0.159,260,0.059,241.2,Deep
"'Oil Platform Harvest, CA'",-120.6819,34.4692,NOAA,0.491,162.6,0.162,156.7,0.117,138.7,0.044,150.1,0.362,214.8,0.229,200.2,0.118,211.7,0.041,190.7,Deep
"'SAKONNET, RI'",-71.1933,41.465,NOAA,0.471,359.5,0.104,13.4,0.119,343,0.026,5.3,0.052,169.3,0.049,198.9,0.026,163.6,0.012,191.6,Deep
"DART_32411   (2007",-90.685,4.923,Truth_Pelagic,0.789,240.49,0.179,296.1,0.174,209.11,0.044,287.25,0.072,72.11,0.025,123.31,0.024,74.66,0.006,152.55,Deep
"DART_32412   (2007",-86.392,-17.975,Truth_Pelagic,0.144,326.23,0.051,294.83,0.046,301.65,0.015,299.21,0.133,26.54,0.07,349.01,0.041,23.61,0.012,330.11,Deep
"URI GOM094 Gulf Mex",-92.079,26.791,Truth_Pelagic,0.034,236.74,0.006,222.77,0.01,218.38,0.001,201.99,0.156,21.56,0.15,14.38,0.048,24.62,0.033,357.39,Deep
"URI LS88 Labrador S",-52.604,56.585,Truth_Pelagic,0.553,289.64,0.212,324.26,0.121,270.07,0.061,323.29,0.117,163.53,0.073,124.17,0.038,159.96,0.011,73.85,Deep
"Weddell CH1  POL.b0",-30.101,-59.876,Truth_Pelagic,0.301,265.39,0.175,281.85,0.051,256.03,0.053,279.84,0.092,42.74,0.121,33.85,0.031,41.97,0.031,24.58,Deep
"55538 Kerema Bay",145.5,-8.183,Truth_Shelf,0.56,353.06,0.346,317.1,0.205,341.5,0.094,313.98,0.294,42.29,0.138,19.67,0.086,38.41,0.017,21.91,Shelf
"55630 Delami I.",149.817,-10.533,Truth_Shelf,0.413,345.06,0.241,310.2,0.144,332.6,0.071,309.18,0.285,37.79,0.132,9.47,0.083,33.31,0.025,352.41,Shelf
"55870 Woodlark I.",152.9836512,-9.2527956,Truth_Shelf,0.028,30.16,0.078,207.2,0.029,308.2,0.021,199.58,0.251,47.59,0.132,24.07,0.075,43.81,0.021,9.21,Shelf
"57930 Bramble Cay",143.883,-9.133,Truth_Shelf,0.708,10.96,0.422,341.7,0.205,0.2,0.108,335.08,0.327,49.09,0.154,16.17,0.094,46.51,0.025,353.71,Shelf
"57935 Stephens I.",143.55,-9.5,Truth_Shelf,0.74,21.66,0.453,353.1,0.265,6.6,0.125,349.58,0.366,51.09,0.17,18.37,0.11,48.01,0.03,358.61,Shelf
"Korea Str N2",129.67,35.2,Truth_Shelf,0.171,344,0.092,12.7,0.032,336.3,0.025,3.2,0.01,206.5,0.023,171.1,0.003,197.6,NaN,NaN,Shelf
"Korea Str N4",130.21,34.84,Truth_Shelf,0.199,7.2,0.107,31.2,0.038,2.5,0.029,22,0.043,160.5,0.051,144.1,0.014,156.7,NaN,NaN,Shelf
"Korea Str N6",130.65,34.5,Truth_Shelf,0.234,23.9,0.123,45,0.046,19.9,0.034,35.8,0.084,166.7,0.091,144.9,0.027,162.9,NaN,NaN,Shelf
"Korea Str S2",128.12,34.13,Truth_Shelf,0.801,0.9,0.372,25.2,0.165,352.1,0.106,16.4,0.184,65.8,0.133,44.1,0.062,59.3,NaN,NaN,Shelf
"Korea Str S4",128.56,33.74,Truth_Shelf,0.739,359,0.348,23.3,0.15,351,0.098,14.2,0.178,80.2,0.136,61.3,0.056,74.7,NaN,NaN,Shelf
"Korea Str S6",129,33.35,Truth_Shelf,0.728,358,0.343,22.2,0.148,350.4,0.097,12.6,0.2,93.4,0.161,74.7,0.063,88.7,NaN,NaN,Shelf
"MHA  Bassurelle",0.983,50.56,Truth_Shelf,2.799,320.02,0.908,11.7,0.514,297.86,0.266,9.62,0.038,113.96,0.023,87.56,0.01,128.94,0.011,68.5,Shelf
"RDNZ Aukfield platf",2.066,56.4,Truth_Shelf,0.45,78.8,0.14,117.15,0.088,53.55,0.039,116.04,0.046,253.69,0.045,96.06,0.016,233.43,0.012,41.48,Shelf
"'Bermuda, Ferry Reach Channel, Bermuda'",-64.695,32.37,NOAA,0.357,359.5,0.082,25.5,0.081,337.5,0.023,35.8,0.067,186.4,0.05,194.2,0.021,191.5,0.01,169.9,Deep
"'Bermuda, St. Georges Island, Bermuda'",-64.7033,32.3733,NOAA,0.369,358.9,0.084,26.2,0.085,337.2,0.021,24.9,0.066,185.6,0.053,192.2,0.02,188,0.011,184.5,Deep
"'Bird Island, Shumagin Bank, AK'",-159.7596,54.8352,NOAA,0.688,318.4,0.235,344.7,0.15,295.9,0.064,346.8,0.412,282.2,0.273,266,0.136,281,0.048,263.2,Deep
"'Jim Creek,'",-124.0625,48.1872,NOAA,0.612,266.8,0.192,288.5,0.134,243.5,0.052,290.3,0.539,254.7,0.336,237.1,0.179,253.4,0.066,232.8,Deep
"'Johnston Atoll, United States of America'",-169.53,16.7383,NOAA,0.271,100.4,0.105,122.1,0.05,99.8,0.028,117.9,0.082,214.8,0.035,223.9,0.024,212.2,0.005,229.1,Deep
"'Kaunakakai Harbor, HI'",-157.032,21.085,NOAA,0.184,55.9,0.067,59.6,0.034,44,0.018,56.3,0.16,227.7,0.089,216.5,0.051,222.8,0.013,218.7,Deep
"'Magnetic Point, Union Bay, Earnest Sound, AK'",-132.1909,55.7883,NOAA,1.962,271.7,0.639,304.8,0.406,244.6,0.174,307.4,0.489,262.9,0.311,244.8,0.162,261.6,0.06,237.2,Deep
"'Marthaâs Vineyard GPS Buoy, MA'",-70.5903,41.3262,NOAA,0.402,354.9,0.08,17.7,0.101,338.5,0.022,19.6,0.054,167.8,0.042,203.9,0.018,170.5,0.008,221.8,Deep
"'Muir Inlet, Glacier Bay, AK'",-136.108,58.9133,NOAA,2.016,298.7,0.649,335,0.368,277.1,0.177,338,0.534,273.5,0.311,258.1,0.177,272.3,0.057,244.6,Deep
"'NORTH JETTY, TILLAMOOK BAY,'",-123.965,45.57,NOAA,0.865,230.6,0.235,256.7,0.177,205.5,0.064,258.8,0.411,238.4,0.264,219.7,0.136,237,0.042,244.1,Deep
"'NORTH POINT [PIER 41] S.F.BAY, CA'",-122.413,37.81,NOAA,0.607,213.3,0.141,220.7,0.129,187,0.041,211.5,0.376,226.8,0.231,209.7,0.119,223.8,0.04,207.3,Deep
"'NUKSHAK ISLAND, SHELIKOF STRAIT, AK'",-153.958,58.3917,NOAA,1.622,323.5,0.58,1.9,0.334,293.9,0.158,5,0.478,288.1,0.326,268.6,0.158,286.6,0.063,260.4,Deep
"'Nachalni Island, AK'",-152.925,57.9783,NOAA,1.584,323.9,0.589,2.4,0.344,303.6,0.16,5.6,0.486,286.6,0.327,267.8,0.161,285.2,0.06,261.2,Deep
"'Nikiski, AK'",-151.398,60.6833,NOAA,2.501,32.3,0.861,63.1,0.495,1.6,0.243,55.8,0.644,307.9,0.383,291.1,0.185,308.2,0.09,301.5,Deep
"'Port Alexander, AK'",-134.6477,56.2466,NOAA,1.242,275.7,0.411,307.6,0.257,251.3,0.11,300.2,0.465,263.1,0.286,248,0.146,260,0.059,238.5,Deep
"'Port San Luis, CA'",-120.7542,35.1688,NOAA,0.501,168.1,0.15,163.7,0.117,144,0.044,156.1,0.362,214.7,0.227,198.8,0.115,211.9,0.042,194.1,Deep
"'Port Townsend, WA'",-122.7595,48.1129,NOAA,0.685,349.7,0.17,12.6,0.146,320,0.052,16.8,0.766,270.7,0.447,249.8,0.241,269.5,0.082,243.1,Deep
"'Puale Bay, AK'",-155.393,57.7067,NOAA,1.427,321.8,0.487,357.6,0.317,297.7,0.133,0.5,0.466,286.4,0.319,268.1,0.154,285,0.058,252.1,Deep
"'SUVA, SUVA HARBOR, Fiji'",178.425,-18.1333,NOAA,0.565,199.5,0.091,214.6,0.13,172.9,0.027,205.3,0.094,57.5,0.046,43.2,0.028,49.6,0.007,25.7,Deep
"BEMPEX PK Aug86",-163.972,36.497,Truth_Pelagic,0.208,309.4,0.108,327.66,0.043,302.2,0.031,321.1,0.186,264.8,0.119,255.4,0.059,260.9,0.02,251.4,Deep
"Cobb Seamount  Lars",-130.813,46.773,Truth_Pelagic,0.807,241.4,0.217,271.45,0.166,217.5,0.058,257.2,0.392,242.3,0.249,228.7,0.123,240.1,0.046,212.8,Deep
"DART_32401   (2005",-74.813,-19.547,Truth_Pelagic,0.29,23.58,0.077,42.92,0.069,344.22,0.026,35.83,0.154,31.6,0.086,349.97,0.047,27.85,0.016,326.05,Deep
"DART_d171 (2002",-170.798,46.637,Truth_Pelagic,0.233,335.5,0.094,335.66,0.063,319.23,0.026,328.46,0.287,296.04,0.196,281.53,0.091,292.59,0.036,276.77,Deep
"URI ECS053 East Chi",127.571,27.971,Truth_Pelagic,0.557,305.84,0.238,330.97,0.109,299.37,0.066,326.86,0.214,79.82,0.163,60.02,0.069,78.28,0.033,48.68,Deep
"URI GOM076 Gulf Mex",-88.037,28.082,Truth_Pelagic,0.024,102.59,0.013,97.14,0.005,118.64,0.004,91.45,0.143,18.39,0.141,12.16,0.045,20.72,0.033,354.81,Deep
"URI GOM083 Gulf Mex",-89.39,26.097,Truth_Pelagic,0.009,170.68,0.007,110.61,0.004,188.53,0.002,108.49,0.145,21.62,0.141,14.75,0.045,24.65,0.031,357.91,Deep
"58070 Coconut I.",143.067,-10.05,Truth_Shelf,0.693,44.86,0.518,20.7,0.209,34.1,0.141,20.68,0.405,54.09,0.195,24.57,0.134,54.11,0.037,1.61,Shelf
"58073 Poll I.",142.817,-10.25,Truth_Shelf,0.595,57.86,0.52,32.4,0.211,45.5,0.133,25.78,0.434,62.29,0.193,21.07,0.125,59.71,0.039,6.71,Shelf
"58240 Proudfoot Sho",141.467,-10.517,Truth_Shelf,0.75,190.96,0.148,277.4,0.171,154.6,0.05,246.18,0.678,34.19,0.43,340.37,0.177,26.11,0.083,317.61,Shelf
"58540 Raine I.",144.05,-11.6,Truth_Shelf,0.476,348.26,0.295,307,0.172,327.7,0.077,302.38,0.3,41.49,0.146,14.67,0.088,37.41,0.029,347.31,Shelf
"58680 Chapman I.",143.6,-12.883,Truth_Shelf,0.545,355.46,0.311,312.9,0.174,331.5,0.086,311.58,0.317,44.59,0.145,16.07,0.096,41.01,0.028,355.41,Shelf
"58890 Lizard I., QL",145.4439382,-14.6644798,Truth_Shelf,0.532,346.16,0.329,309.6,0.168,339.7,0.09,305.68,0.311,43.39,0.141,14.07,0.093,40.41,0.031,15.51,Shelf
"59190 Pith Reef",147.017,-18.217,Truth_Shelf,0.549,342.96,0.307,302.1,0.172,326.2,0.084,297.68,0.339,38.09,0.156,9.67,0.101,34.31,0.03,345.51,Shelf
"59450 Bugatti Reef",150.3,-20.083,Truth_Shelf,0.749,10.76,0.288,348.7,0.206,354.6,0.082,346.98,0.326,33.39,0.153,7.27,0.098,30.31,0.03,347.71,Shelf
"GLOUP 000208  b0037",-2.962,59.998,Truth_Shelf,0.697,252.56,0.263,285.08,0.142,232.56,NaN,NaN,0.108,151.69,0.082,15.42,NaN,NaN,0.036,334.83,Shelf
"Gray's Reef, GA, US",-80.92,31.36,Truth_Shelf,0.881,9.48,0.151,29.18,0.194,344.94,NaN,NaN,0.116,178.17,0.073,199.34,NaN,NaN,0.017,192.83,Shelf
"GulfMaine B6      6",-67.717,42.467,Truth_Shelf,0.88,87,0.129,119,0.216,57,NaN,NaN,0.108,196,0.092,181,NaN,NaN,NaN,NaN,Shelf
"GulfMaine C.Porpois",-70.283,43.217,Truth_Shelf,1.272,103,0.203,134,0.299,71,NaN,NaN,0.129,204,0.106,185,NaN,NaN,NaN,NaN,Shelf
"GulfMaine Cashes LD",-69.083,43.183,Truth_Shelf,1.2,98,0.195,126,0.282,66,NaN,NaN,0.125,198,0.101,186,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.66 47",-51.8,47.4,Truth_Shelf,0.348,320,0.145,0,0.072,305,NaN,NaN,0.076,159,0.062,133,NaN,NaN,NaN,NaN,Shelf
"IAPSO 1.2.67    46",-48.717,46.867,Truth_Shelf,0.21,331,0.097,8,0.045,318,NaN,NaN,0.069,167,0.058,138,NaN,NaN,NaN,NaN,Shelf
